investor_id,investor_name,investor_type,nationality,investment_strategy,total_investments,total_value_aed,active_since,preferred_areas,risk_score,liquidity_score
fd447278-f050-4d0f-acb5-702068d87a43,Investor_6400,Family Office,UAE,Flip,32,10786069,2018-06-20,"Dubai Marina,Palm Jumeirah,Downtown Dubai,Emirates Living,DIFC",0.77,0.94
959c0ae3-30b8-4ee0-8fb7-b765e1662c1d,Investor_8844,Government,India,Development,47,6602379,2023-08-16,Motor City,0.56,0.69
05eaa714-39ae-40e5-995b-a7280e11b17b,Investor_8824,REIT,UK,Flip,2,8429830,2024-06-30,"Studio City,Jumeirah Beach Residence",0.71,0.76
cfc307dc-c91b-4376-b0e8-8b5ed06e8ae7,Investor_8899,Government,UAE,REIT,50,51630659,2016-12-28,"International City,Studio City",0.59,0.2
11552dd8-741f-4596-897b-d7476311eae5,Investor_7024,Individual,USA,Flip,22,59589370,2024-02-21,"Dubai Hills Estate,Downtown Dubai",0.63,0.3
100a798c-d42e-409a-a193-a97b9a286b90,Investor_9785,Family Office,China,Buy & Hold,1,97613524,2021-12-27,Downtown Dubai,0.15,0.49
48d3494c-1eff-46c7-af42-065fe7a183de,Investor_1716,Fund,USA,Development,39,88940656,2022-01-19,"Dubai Investment Park,Jumeirah Beach Residence,Motor City",0.69,0.69
9c5b84a4-6c5f-4b34-a345-1ea66a4bbade,Investor_5099,Individual,France,Flip,32,95657748,2016-07-18,"Dubai Hills Estate,Discovery Gardens,DIFC",0.95,0.8
ee88a4ea-f144-4f84-a001-5b0c9c010066,Investor_5001,Fund,France,Development,21,94653330,2018-09-20,"Jumeirah Village Circle,Dubai Marina,Palm Jumeirah,Discovery Gardens,Emirates Living",0.73,0.66
0f0fbdbe-a7fc-473a-87c7-5476637a0ff7,Investor_2285,Fund,Pakistan,Flip,34,31942008,2021-05-15,"Emirates Living,Jumeirah Village Circle,Palm Jumeirah,Motor City,International City",0.81,0.13
687bf905-e478-4817-b9a8-0e41a1108cde,Investor_8213,Company,Germany,Buy & Hold,2,67962229,2024-05-30,"City Walk,Jumeirah Beach Residence,DIFC",0.84,0.18
11ce3047-7b2c-4a0b-a118-d52fc269b557,Investor_7290,Fund,Germany,Buy & Hold,25,52628627,2019-10-24,Dubai Hills Estate,0.29,0.27
9119b245-ef05-4747-bba9-19f14a6016ff,Investor_9724,REIT,UAE,Development,3,73685498,2016-03-26,"Business Bay,Jumeirah Lake Towers,City Walk",0.83,0.63
7d86a865-26f0-4a0f-882b-da9dc5a846a5,Investor_6586,Individual,China,REIT,28,98875074,2016-07-17,Jumeirah Village Circle,0.6,0.96
331a882c-3fe9-4b59-bc85-4ddc3cb62f42,Investor_5709,Family Office,France,REIT,28,77853413,2016-09-22,"Sports City,City Walk,Arabian Ranches,Emirates Living,Dubai Hills Estate",0.77,0.93
7d7ee87d-1ebb-4aae-9b40-1e9231afc0eb,Investor_1248,Company,UK,Development,6,34545387,2016-02-21,"DIFC,Jumeirah Lake Towers,Jumeirah Beach Residence,Business Bay,Studio City",0.35,0.34
e7f1a49c-3bea-429c-8da9-960f3ff5470e,Investor_1202,Fund,Saudi Arabia,Development,37,89687917,2021-03-11,"Arabian Ranches,Discovery Gardens,Sports City",0.12,0.11
9f40c43e-4960-4519-a106-91e0a6211c04,Investor_6877,Individual,Germany,Mixed Portfolio,14,55842825,2024-02-19,"Downtown Dubai,City Walk,Jumeirah Lake Towers,Dubai Marina,Dubai Hills Estate",0.26,0.79
6ce5f915-2983-4db9-b555-01e20367ac7e,Investor_5252,Fund,Germany,Flip,15,85602558,2022-11-01,"Dubai Marina,Dubai Hills Estate",0.2,0.13
278407c5-30f2-4236-87d0-f55eebf6fb28,Investor_9302,Family Office,Germany,Mixed Portfolio,21,6631183,2018-08-02,"Dubai Marina,City Walk",0.98,0.11
893d2888-b767-4e99-9bfc-bb6e0796584a,Investor_9854,Fund,UAE,Mixed Portfolio,16,47939919,2023-07-26,Sports City,0.5,0.56
e3a3745c-b8f1-4bea-ad1f-598eaeca60dc,Investor_4343,Company,USA,Mixed Portfolio,24,92404455,2020-02-16,International City,0.89,0.23
a32539ce-c9a0-4f86-a7e3-137b3d083e8b,Investor_6902,Fund,USA,REIT,42,51293477,2019-07-07,"Business Bay,Arabian Ranches,Palm Jumeirah",0.14,0.94
12d9c753-3ba2-4edb-b738-d4bb96a61a00,Investor_1418,Government,Saudi Arabia,Mixed Portfolio,14,43024344,2019-01-23,"Palm Jumeirah,Emirates Living,Jumeirah Beach Residence,International City,DIFC",0.13,0.75
04076fd4-bfcb-4d67-b7bb-df9c936e47be,Investor_2285,REIT,Saudi Arabia,Flip,37,68578073,2018-05-08,"International City,Jumeirah Village Circle,Dubai Marina,DIFC,Dubai Hills Estate",0.69,0.57
434931b2-d2ab-440a-9b07-6b84854a5b6e,Investor_5410,Fund,Pakistan,Mixed Portfolio,19,33753017,2021-02-07,"Palm Jumeirah,Dubai Hills Estate",0.51,0.77
006d8c45-617c-4e78-93fc-5a05c19f6778,Investor_4949,Individual,Germany,REIT,24,11695820,2020-11-04,"Sports City,Downtown Dubai,Palm Jumeirah,Jumeirah Lake Towers,Dubai Hills Estate",0.64,0.5
bd875de4-202e-4f0a-bc0d-5381bfe2cacd,Investor_4764,REIT,China,Flip,35,33875817,2016-01-31,"Dubai Investment Park,City Walk,DIFC,Arabian Ranches",0.38,0.17
3027146c-9a3b-4663-bf2a-179f3ddc803a,Investor_9274,REIT,India,Mixed Portfolio,32,85910129,2016-02-16,"Arabian Ranches,Discovery Gardens",0.11,0.21
f300d1a2-046d-49b9-9d20-ab45f2749ff2,Investor_8698,Fund,Saudi Arabia,Flip,3,58904194,2024-07-09,"Downtown Dubai,Dubai Investment Park",0.56,0.58
28c3c16b-fcc4-4795-adaf-1fec47bab01b,Investor_7919,REIT,USA,Flip,26,94540186,2018-07-18,"DIFC,Jumeirah Village Circle",0.4,0.84
308af9cc-7b84-43eb-9d47-8f841d3885a7,Investor_2765,Fund,UAE,Buy & Hold,48,48641606,2019-10-04,"Discovery Gardens,International City,DIFC,Jumeirah Beach Residence",0.53,0.22
3e153481-470c-4e4e-87e7-27d08f874d4a,Investor_9345,Company,Saudi Arabia,Flip,1,80665373,2018-02-20,"Discovery Gardens,Jumeirah Beach Residence,Jumeirah Lake Towers",0.49,0.56
e81c1cc7-8150-4938-979d-f192dee750ad,Investor_5576,Government,Saudi Arabia,Flip,20,67208728,2020-12-18,Sports City,0.91,0.62
57c59813-d332-41f0-a81f-cf9cb0b4d332,Investor_5673,REIT,USA,REIT,21,24946564,2023-03-09,Emirates Living,0.49,0.35
44c85688-4625-4087-b80e-1392292b56b9,Investor_6150,Government,Saudi Arabia,Development,19,23225454,2023-06-18,"City Walk,Motor City,Discovery Gardens",0.3,0.25
b764b7e3-4f29-4768-a43b-301f421d0f47,Investor_2738,Fund,Pakistan,Development,10,13881682,2022-06-21,"Sports City,Arabian Ranches,Business Bay,DIFC,Motor City",0.96,0.59
8295a3c7-5061-4e7d-a998-ac3f70f69f02,Investor_1109,Company,Germany,Buy & Hold,24,28265115,2021-08-18,"International City,Discovery Gardens,Dubai Investment Park,Studio City,Dubai Hills Estate",0.37,0.2
bc45bed5-8456-40f1-8068-656413c81d1b,Investor_2965,Family Office,Germany,REIT,32,36306850,2023-10-26,"City Walk,Jumeirah Village Circle",0.97,0.82
a3b82691-66e5-43ab-85f4-f5a187e95b9c,Investor_4644,Family Office,Saudi Arabia,Development,11,69056464,2021-01-11,"Discovery Gardens,Sports City,Downtown Dubai",0.74,0.38
5e26060c-60b2-484c-85c0-91bf2458efe3,Investor_8100,Individual,Saudi Arabia,Mixed Portfolio,21,26554877,2018-07-13,Business Bay,0.32,0.63
bafd2ff8-a68d-4e5e-b342-8646c3971b7b,Investor_4205,Company,UK,REIT,10,66029451,2022-09-10,"DIFC,Dubai Investment Park,Emirates Living,Jumeirah Lake Towers",0.89,0.96
0db89bf0-6697-4559-98ff-36cfc64ef858,Investor_4509,Family Office,UAE,REIT,5,66859451,2018-07-15,"Emirates Living,Arabian Ranches,Dubai Marina,Studio City,Palm Jumeirah",0.34,0.44
57355cda-b33b-416a-8049-e2a0f52b8889,Investor_4845,Government,USA,REIT,34,89173123,2022-10-09,"Dubai Hills Estate,DIFC,Motor City",0.54,0.67
2cb83c45-66dc-41b6-ba2b-d7bd1dd41634,Investor_6851,Government,France,REIT,19,13956471,2022-05-03,DIFC,0.48,0.5
b62bbfb4-1179-49eb-8fcc-448cd7a2ec6a,Investor_7960,Company,Saudi Arabia,Flip,30,43802832,2017-05-20,Palm Jumeirah,0.73,0.73
ec882fa3-b007-4621-b878-ea08b8939be1,Investor_9014,REIT,China,REIT,44,32522381,2024-06-19,"City Walk,Sports City,Emirates Living",0.9,0.8
3f6a6f3a-1d1b-46af-8f1a-28ef993a2fdb,Investor_6295,Individual,UK,Development,27,53529918,2019-11-01,"Jumeirah Beach Residence,City Walk,Dubai Marina,Dubai Investment Park",0.54,0.3
a1d5b569-1663-4082-bb39-a7835df20fb5,Investor_1747,Family Office,UK,REIT,27,30703731,2018-05-16,"Studio City,Emirates Living",0.8,0.2
7bea23a6-8462-4e80-85b8-ee08f208d39f,Investor_6401,Government,India,Mixed Portfolio,35,3673605,2016-09-09,Jumeirah Beach Residence,0.18,0.73
05072dd8-0b31-48d2-8819-a5deb386168a,Investor_2039,Fund,UAE,Mixed Portfolio,14,49599937,2018-10-14,"Arabian Ranches,Jumeirah Beach Residence",0.87,0.31
557e8e93-1ab8-4690-8c72-61dc9ca8efae,Investor_7125,Company,USA,REIT,14,75215849,2016-07-26,"Business Bay,Dubai Marina",0.86,0.78
9aaa1c02-6959-477e-8209-fb9bb4d655ad,Investor_2679,Government,France,REIT,32,6675419,2023-01-12,"DIFC,Business Bay,Dubai Hills Estate",0.67,0.72
a6fba60c-622e-4bd1-b08e-78c071f14b05,Investor_5463,Individual,Saudi Arabia,REIT,42,54787880,2023-04-27,"Downtown Dubai,Studio City,Sports City",0.55,0.73
06ee7e9f-4a7b-451f-b98e-09b5cd4c54dc,Investor_7805,Family Office,UAE,Buy & Hold,48,73705468,2018-01-03,"Jumeirah Village Circle,Jumeirah Beach Residence",0.27,0.65
cc51a690-3ba2-4385-97bf-920719e18933,Investor_6303,Fund,Russia,Mixed Portfolio,48,4144983,2021-05-27,"Discovery Gardens,Emirates Living,Jumeirah Village Circle",0.34,0.69
10fd3ffc-ac61-46ec-8045-f2a2189e47e8,Investor_7169,REIT,UK,REIT,6,30830286,2020-03-26,"City Walk,Motor City,DIFC,Discovery Gardens,Palm Jumeirah",0.58,0.32
f806463a-b1d6-4395-b3bc-418681dc2e36,Investor_9143,Individual,Russia,Development,49,74360915,2016-10-11,Discovery Gardens,0.3,0.98
cf6a6c74-5e54-492a-97ad-3664b6ea9fc6,Investor_4802,REIT,Germany,Development,31,76585152,2023-07-27,"Jumeirah Lake Towers,Dubai Investment Park,Downtown Dubai",0.19,0.25
9a80b6a9-c8ac-42bf-8bb3-02c34e35655f,Investor_5095,REIT,Saudi Arabia,Flip,26,83743681,2019-06-25,"Dubai Hills Estate,Dubai Marina,Motor City,Dubai Investment Park,Emirates Living",0.38,0.4
28c09dce-d2ea-4f2b-8234-8768abe0b0a6,Investor_1598,Company,USA,Mixed Portfolio,39,55564107,2024-09-23,"Emirates Living,Motor City,Sports City",0.38,0.69
c1feaa62-9aee-4bcb-93fa-8f5e9e895c6e,Investor_8559,Fund,Germany,Mixed Portfolio,36,99390898,2023-11-17,International City,0.73,0.44
d1a15b19-4823-4e01-8220-de302791f3cb,Investor_3655,Individual,France,Buy & Hold,11,27490232,2019-11-19,Dubai Marina,0.9,0.55
a185a8c9-38fc-492a-aef2-50fa40a6472f,Investor_9594,Family Office,Germany,Flip,48,74428512,2020-02-07,"Business Bay,DIFC,Jumeirah Village Circle,Emirates Living",1.0,0.75
f80fa0c6-724e-48b0-8eca-ff03c1cf6b4e,Investor_5441,Family Office,France,Development,40,50879577,2018-06-20,"Dubai Investment Park,DIFC",0.57,0.28
e4cfadb4-ab85-4bc1-a3e3-ff5adc0b42ba,Investor_7082,Government,France,Mixed Portfolio,17,64365536,2019-08-08,"Jumeirah Lake Towers,Dubai Investment Park",0.25,0.74
d001e66d-70ba-4926-b1e9-921ffef74d3d,Investor_1160,REIT,USA,REIT,12,21179511,2019-07-07,Business Bay,0.38,0.27
eab779a4-f707-41cc-9513-52b5688fa9cb,Investor_2537,Family Office,France,REIT,22,13712374,2024-02-08,"Discovery Gardens,Arabian Ranches,Downtown Dubai,Sports City,Jumeirah Lake Towers",0.6,0.3
50abe206-4969-4d1f-a587-5a8c3c1f0304,Investor_1231,Family Office,Pakistan,Development,19,58198985,2018-03-28,"Palm Jumeirah,Jumeirah Beach Residence,City Walk",0.61,0.68
b57e22d0-6ed0-4419-a808-32dbcab894fb,Investor_2269,Company,China,Flip,7,99067267,2022-05-13,"Arabian Ranches,City Walk,Jumeirah Village Circle",0.21,0.57
02a6de8f-57c9-4d42-8217-31312fedee46,Investor_7274,Family Office,USA,Mixed Portfolio,50,80479708,2018-01-03,"Motor City,Emirates Living,Arabian Ranches",0.1,0.31
18598ad8-bbff-4f1e-91f7-0dfe26c05b98,Investor_2496,Company,China,Flip,10,23121549,2019-06-17,Jumeirah Lake Towers,0.17,0.97
d97cac4d-c84e-4fdf-8ecc-77178298b4e0,Investor_9383,Company,Germany,REIT,43,64309036,2021-02-14,"Sports City,Jumeirah Village Circle,Dubai Hills Estate",0.6,0.44
71f2f164-0fb7-4f90-b631-34cfe24a3151,Investor_8773,REIT,USA,Development,34,43543251,2018-11-03,Emirates Living,0.96,0.95
c964513e-b29a-4df5-93b5-398bd3f9b809,Investor_3341,Fund,Russia,Mixed Portfolio,29,66779236,2016-12-29,"Jumeirah Village Circle,International City,Palm Jumeirah",0.26,0.88
5f6b18e7-5138-40ff-815d-3c078d7c3392,Investor_6668,REIT,Russia,Flip,40,76134281,2022-08-25,"Palm Jumeirah,Arabian Ranches,Business Bay,Jumeirah Village Circle",0.5,0.57
76674735-aec9-4878-ada3-842304efea15,Investor_6085,Individual,USA,Buy & Hold,24,35059134,2019-02-25,City Walk,0.13,0.35
e994b007-701e-48dd-91c7-d9b4b1ef0c2d,Investor_7525,REIT,UAE,Development,18,84922374,2024-02-24,"Business Bay,Motor City,Discovery Gardens,Dubai Hills Estate,Downtown Dubai",0.53,0.89
b0e7a15c-0f85-4f23-88f8-f52debbe59d3,Investor_2702,Government,UAE,Development,2,83264795,2016-10-16,"Arabian Ranches,Dubai Investment Park",0.17,0.85
076b6b94-3cc9-4a11-9466-d1196df68836,Investor_1918,Individual,Germany,Buy & Hold,21,14082934,2018-09-09,"Emirates Living,Business Bay,Jumeirah Lake Towers",0.85,0.86
7e668ae1-4321-43b4-98fd-4506131f749f,Investor_3772,Fund,China,Development,34,2902027,2017-05-04,"International City,Dubai Marina,Downtown Dubai,Jumeirah Village Circle",0.84,0.55
bdb21aac-fbe2-4c79-ae65-0c826938072b,Investor_5368,Family Office,Saudi Arabia,Flip,29,6973820,2021-09-13,"Emirates Living,Sports City,International City,Downtown Dubai,Jumeirah Lake Towers",0.77,0.85
00b4ea91-3655-4e93-af0c-5b6bdc590c5d,Investor_6098,Individual,UK,Mixed Portfolio,23,16799382,2020-12-17,"Downtown Dubai,Discovery Gardens,Studio City,Dubai Marina",0.93,0.26
a828645e-367d-4018-8129-10e4b6780f0e,Investor_4041,Individual,USA,Mixed Portfolio,41,3698765,2016-03-11,"Business Bay,Emirates Living",0.67,0.51
e45a2b39-cf8e-4052-8a6b-10d246596410,Investor_5042,Family Office,UK,Flip,48,18815365,2021-04-23,Jumeirah Beach Residence,0.74,0.26
af4a8fd7-2a74-408b-a160-8fee84a68279,Investor_6169,Company,Russia,Flip,13,37614518,2022-07-22,"DIFC,City Walk",0.73,0.34
9669c84d-c794-4e3c-a0e4-d8d2c8db18ed,Investor_6818,REIT,China,Development,23,87144415,2018-12-04,"Arabian Ranches,Dubai Marina,Jumeirah Beach Residence,Downtown Dubai",0.58,0.29
816c161a-001f-40ae-99fd-23f06705749c,Investor_8108,Family Office,USA,Development,14,46926778,2016-12-11,"Studio City,City Walk,Downtown Dubai,Sports City,Jumeirah Beach Residence",0.29,0.3
fee922b5-562e-4936-8061-cb406ed44807,Investor_1515,Fund,Saudi Arabia,Mixed Portfolio,43,85706642,2022-09-13,"Dubai Investment Park,Discovery Gardens,Jumeirah Lake Towers,Arabian Ranches",0.61,0.69
49a901d3-5c63-4945-8e04-bca70b3050ee,Investor_6281,Individual,Saudi Arabia,Development,1,22307131,2020-01-24,"Jumeirah Lake Towers,Studio City,Jumeirah Village Circle,Downtown Dubai",0.92,0.38
b55de18e-f038-4931-88fd-38e3717789b1,Investor_9958,REIT,India,Buy & Hold,29,83760305,2019-09-03,"International City,Jumeirah Beach Residence,Motor City,Studio City,Jumeirah Village Circle",0.33,0.44
db944510-ff48-461c-8897-b14337307eb8,Investor_8906,Fund,Russia,Development,3,32447622,2016-03-26,"Jumeirah Village Circle,International City,Sports City,Jumeirah Beach Residence,Dubai Investment Park",0.96,0.46
8d07dc93-3401-4d51-85dc-1b0292165e89,Investor_3687,Individual,France,Flip,20,81108005,2016-12-19,"Emirates Living,Dubai Investment Park,Sports City,Jumeirah Lake Towers,Arabian Ranches",0.81,0.15
994f183c-be88-4c96-a514-1eaccc86a661,Investor_6067,Individual,India,Development,30,54149397,2022-12-08,"Business Bay,Dubai Investment Park,Emirates Living,Discovery Gardens",0.25,0.38
af981c6c-8f1b-4367-b492-a6eb45607fd9,Investor_4869,Company,Pakistan,REIT,6,98191672,2022-01-17,"Studio City,Palm Jumeirah",0.1,0.24
568aa6b0-81f9-4084-9152-01bd1299e9d4,Investor_8713,Individual,France,REIT,45,29520176,2019-06-30,"Discovery Gardens,Dubai Hills Estate,Jumeirah Village Circle,Emirates Living",0.22,0.79
693e6b5d-31d6-4547-aa49-68f61439bb88,Investor_7551,Company,USA,Development,44,99028884,2020-01-11,"Jumeirah Beach Residence,Downtown Dubai,Palm Jumeirah,Dubai Hills Estate,Jumeirah Lake Towers",0.77,0.63
1806dace-4392-40a2-9895-e9085fc0263c,Investor_3918,Company,Pakistan,Development,24,46614022,2019-03-03,Jumeirah Beach Residence,0.92,0.68
96dd9522-fcef-4082-ae86-01cab77a187f,Investor_9191,Company,Pakistan,Buy & Hold,14,41525421,2019-11-28,Jumeirah Lake Towers,0.45,0.26
9bde53b2-fad4-417a-9cec-183efe954548,Investor_5668,Company,UK,REIT,44,65512027,2024-05-26,"International City,Arabian Ranches,Sports City",0.46,0.57
abf8ee03-bc38-49a5-9867-3141d92a7c95,Investor_8617,Individual,Saudi Arabia,Development,44,99337391,2023-08-27,"Business Bay,Arabian Ranches,Jumeirah Lake Towers,Downtown Dubai",0.62,0.45
94f6f9b5-c198-4238-96ac-18673dcb9bb5,Investor_1189,REIT,Germany,REIT,28,8316381,2021-05-24,"City Walk,Jumeirah Village Circle,Discovery Gardens,Studio City",0.44,0.53
3cac1265-3823-44b1-92b7-37f4dbd2f0f0,Investor_9765,Fund,USA,Buy & Hold,12,57917057,2018-10-30,"Downtown Dubai,Dubai Investment Park,Business Bay,Arabian Ranches",0.95,0.74
232564dc-b336-439a-8fd6-7843bd36687a,Investor_4237,Fund,France,Mixed Portfolio,47,62067638,2019-11-30,Discovery Gardens,0.35,0.21
4283b86c-fc14-46d8-8f49-18eff3b5f383,Investor_8540,REIT,USA,Buy & Hold,39,93125389,2020-08-25,"International City,Jumeirah Lake Towers,DIFC",0.79,0.12
20507122-ed42-4523-b52b-3ab568bf4b72,Investor_3928,Fund,UK,Development,27,3351359,2019-10-13,"DIFC,Dubai Marina,Jumeirah Village Circle",0.42,0.13
e8ee78c9-eb8e-4135-b62e-2dc7dc2ac889,Investor_7491,Family Office,Pakistan,Flip,6,72804498,2023-09-24,"Dubai Investment Park,Motor City",0.49,0.35
ed64eadd-c7fd-4304-8506-057a10b24fdb,Investor_4999,REIT,France,Mixed Portfolio,30,6454740,2023-12-07,"Palm Jumeirah,Dubai Marina,Dubai Investment Park",0.65,0.75
32e1d5be-4587-46cb-b877-bd1480d566ac,Investor_7257,Individual,France,Buy & Hold,22,86461939,2016-05-22,"International City,Jumeirah Beach Residence,Business Bay",0.27,0.77
5c1d39b9-5fab-4f18-ad41-f33529326e55,Investor_2298,Family Office,Russia,Buy & Hold,13,77624246,2021-11-12,"Sports City,Dubai Hills Estate,Dubai Marina",0.44,0.53
a93f8a8d-170b-4217-ad49-24d47233e271,Investor_5502,REIT,India,Development,33,91119103,2024-04-11,"Jumeirah Beach Residence,Arabian Ranches,DIFC,Dubai Investment Park,Business Bay",0.47,0.12
2c47c7ae-e8aa-42a9-9770-ee5abbb37f21,Investor_3126,REIT,UK,Development,30,81407082,2015-12-06,"Jumeirah Village Circle,Dubai Hills Estate,Sports City",0.12,0.39
172375d5-728c-4b8d-9cff-b27b85f51fff,Investor_5715,Individual,China,REIT,38,57474093,2017-09-02,"Jumeirah Lake Towers,Jumeirah Beach Residence,Motor City,Discovery Gardens,City Walk",0.11,0.41
bc0115d5-2f0e-4a88-85c0-71ca0b373cba,Investor_8280,Fund,India,REIT,48,67971243,2022-06-06,"Arabian Ranches,Jumeirah Beach Residence,City Walk,Emirates Living,Business Bay",0.69,0.61
1330ca86-2ab9-468e-b42c-516e703f6a63,Investor_8971,Individual,France,Development,6,28857050,2016-05-27,"Palm Jumeirah,DIFC,Sports City,Jumeirah Beach Residence,Arabian Ranches",0.51,0.52
b42a55ae-906b-4abe-97b7-30ff620e8d20,Investor_3731,Company,China,Development,37,58919082,2020-02-18,DIFC,0.6,0.54
433fa089-4c2a-4cb6-acb9-ecc36cb9fa4a,Investor_7148,Company,France,Flip,25,82486500,2023-05-29,Jumeirah Beach Residence,0.3,0.99
09b01ab7-3de1-4a41-9a2e-e6b08d1d28e6,Investor_5740,Government,India,Flip,50,99577647,2020-04-17,"International City,Palm Jumeirah,Emirates Living,Motor City,DIFC",0.35,0.79
28c82a2d-2ee1-4f62-96c4-8d1c03055ff2,Investor_2730,Family Office,USA,Mixed Portfolio,35,72472067,2020-05-23,"Jumeirah Beach Residence,Motor City",0.78,0.36
ddfa4367-492e-486e-9497-7e1fa999b27e,Investor_3571,REIT,India,REIT,19,1447935,2018-10-26,"Discovery Gardens,Arabian Ranches,Jumeirah Village Circle",0.45,0.69
ed24287b-8f53-4c50-bec1-c58cb8fab9ad,Investor_7722,REIT,Pakistan,Buy & Hold,40,31090623,2023-03-28,"Sports City,Downtown Dubai,International City,Business Bay,Arabian Ranches",0.65,0.25
4a7d6aef-3d3b-4da0-b5d5-175714383aff,Investor_8731,Family Office,Saudi Arabia,Development,2,81710835,2015-12-07,"Studio City,Sports City,Emirates Living,International City",0.92,0.51
96a1b087-83b0-48ff-96dd-63dd64e27dee,Investor_4920,Family Office,India,REIT,46,27814729,2021-03-04,"DIFC,Downtown Dubai",0.91,0.29
6ee6f718-ed08-438f-bf18-17cf24fffd12,Investor_8523,REIT,Pakistan,Mixed Portfolio,29,33465073,2015-11-09,"Discovery Gardens,Sports City",0.68,0.82
cedbeca1-c1d2-4c6c-a390-16111764efba,Investor_3609,Fund,Pakistan,REIT,47,10374071,2024-09-17,International City,0.88,1.0
